	id	title	year	genres	runtime	numvotes	rating	sub_id
0	111161	The Shawshank Redemption	1994	['Drama']	142	2081219	9.3	1951630887
1	468569	The Dark Knight	2008	['Action', 'Crime', 'Drama']	152	2047636	9.0	1951989529
2	1375666	Inception	2010	['Action', 'Adventure', 'Sci-Fi']	148	1823763	8.8	1952594403
3	137523	Fight Club	1999	['Drama']	139	1664375	8.8	318343
4	110912	Pulp Fiction	1994	['Crime', 'Drama']	154	1626888	8.9	320530
5	109830	Forrest Gump	1994	['Drama', 'Romance']	142	1595457	8.8	1951637834
6	120737	The Lord of the Rings: The Fellowship of the Ring	2001	['Adventure', 'Drama', 'Fantasy']	178	1497458	8.8	35207
7	133093	The Matrix	1999	['Action', 'Sci-Fi']	136	1494441	8.7	1951976249
8	167260	The Lord of the Rings: The Return of the King	2003	['Adventure', 'Drama', 'Fantasy']	201	1481216	8.9	1952298945
9	68646	The Godfather	1972	['Crime', 'Drama']	175	1428109	9.2	179950
10	1345836	The Dark Knight Rises	2012	['Action', 'Thriller']	164	1376716	8.4	1953262344
11	167261	The Lord of the Rings: The Two Towers	2002	['Adventure', 'Drama', 'Fantasy']	179	1339379	8.7	1951624233
12	816692	Interstellar	2014	['Adventure', 'Drama', 'Sci-Fi']	169	1283132	8.6	1954659816
13	114369	Se7en	1995	['Crime', 'Drama', 'Mystery']	127	1276219	8.6	1951992295
14	172495	Gladiator	2000	['Action', 'Adventure', 'Drama']	155	1202293	8.5	318786
15	1853728	Django Unchained	2012	['Drama', 'Western']	165	1200047	8.4	1953315082
16	372784	Batman Begins	2005	['Action', 'Adventure']	140	1184844	8.2	1952137325
17	848228	The Avengers	2012	['Action', 'Adventure', 'Sci-Fi']	143	1169441	8.1	1953189057
18	102926	The Silence of the Lambs	1991	['Crime', 'Drama', 'Thriller']	118	1123195	8.6	1952207883
19	76759	Star Wars: Episode IV - A New Hope	1977	['Action', 'Adventure', 'Fantasy']	121	1113397	8.6	1951740969
20	361748	Inglourious Basterds	2009	['Adventure', 'Drama', 'War']	153	1109802	8.3	1952225329
21	120815	Saving Private Ryan	1998	['Drama', 'War']	169	1100354	8.6	1952129014
22	108052	Schindler's List	1993	['Biography', 'Drama', 'History']	195	1078476	8.9	1952167655
23	407887	The Departed	2006	['Crime', 'Drama', 'Thriller']	151	1067416	8.5	1951630565
24	482571	The Prestige	2006	['Drama', 'Mystery', 'Sci-Fi']	130	1056374	8.5	1951628575
25	80684	Star Wars: Episode V - The Empire Strikes Back	1980	['Action', 'Adventure', 'Fantasy']	124	1043888	8.7	1952091925
26	499549	Avatar	2009	['Action', 'Adventure', 'Fantasy']	162	1037526	7.8	1952274787
27	993846	The Wolf of Wall Street	2013	['Biography', 'Crime', 'Drama']	180	1025484	8.2	1954078242
28	209144	Memento	2000	['Mystery', 'Thriller']	113	1024270	8.5	1953170936
29	120689	The Green Mile	1999	['Crime', 'Drama', 'Fantasy']	189	1005097	8.6	1951950416
30	1130884	Shutter Island	2010	['Mystery', 'Thriller']	138	997291	8.1	1952299130
31	71562	The Godfather: Part II	1974	['Crime', 'Drama']	202	991576	9.0	1951939609
32	169547	American Beauty	1999	['Drama']	122	984405	8.4	1952217455
33	325980	Pirates of the Caribbean: The Curse of the Black Pearl	2003	['Action', 'Adventure', 'Fantasy']	143	959039	8.0	1951670021
34	120338	Titanic	1997	['Drama', 'Romance']	194	949286	7.8	1953045324
35	434409	V for Vendetta	2005	['Action', 'Drama', 'Sci-Fi']	132	946915	8.2	317589
36	120586	American History X	1998	['Drama']	119	944737	8.5	1951847740
37	2015381	Guardians of the Galaxy	2014	['Action', 'Adventure', 'Comedy']	121	933371	8.1	1954467595
38	88763	Back to the Future	1985	['Adventure', 'Comedy', 'Sci-Fi']	116	926911	8.5	1951896552
39	110413	Léon: The Professional	1994	['Action', 'Crime', 'Drama']	110	916896	8.6	1951959488
40	103064	Terminator 2: Judgment Day	1991	['Action', 'Sci-Fi']	137	900565	8.5	1951898314
41	114814	The Usual Suspects	1995	['Crime', 'Mystery', 'Thriller']	106	900370	8.6	1952990883
42	266697	Kill Bill: Vol. 1	2003	['Action', 'Crime', 'Thriller']	111	899290	8.1	1951863625
43	910970	WALL·E	2008	['Animation', 'Adventure', 'Family']	98	898473	8.4	1951963680
44	99685	Goodfellas	1990	['Biography', 'Crime', 'Drama']	146	898290	8.7	1951668146
45	112573	Braveheart	1995	['Biography', 'Drama', 'History']	178	885658	8.4	1953282416
46	266543	Finding Nemo	2003	['Animation', 'Adventure', 'Comedy']	100	861038	8.1	1953257609
47	86190	Star Wars: Episode VI - Return of the Jedi	1983	['Action', 'Adventure', 'Fantasy']	131	855238	8.3	1952918533
48	371746	Iron Man	2008	['Action', 'Adventure', 'Sci-Fi']	126	850816	7.9	1951927781
49	167404	The Sixth Sense	1999	['Drama', 'Mystery', 'Thriller']	107	839412	8.1	1952029406
50	1049413	Up	2009	['Animation', 'Adventure', 'Comedy']	96	838081	8.2	1952210205
51	120382	The Truman Show	1998	['Comedy', 'Drama', 'Sci-Fi']	103	832603	8.1	1952004200
52	110357	The Lion King	1994	['Animation', 'Adventure', 'Drama']	88	826691	8.5	1952880352
53	73486	One Flew Over the Cuckoo's Nest	1975	['Drama']	133	825037	8.7	1951823583
54	338013	Eternal Sunshine of the Spotless Mind	2004	['Drama', 'Romance', 'Sci-Fi']	108	819137	8.3	1952266615
55	105236	Reservoir Dogs	1992	['Crime', 'Drama', 'Thriller']	99	816841	8.3	1951656664
56	1431045	Deadpool	2016	['Action', 'Adventure', 'Comedy']	108	811928	8.0	1955095255
57	82971	Raiders of the Lost Ark	1981	['Action', 'Adventure']	115	805713	8.5	1951846805
58	1392170	The Hunger Games	2012	['Action', 'Adventure', 'Sci-Fi']	142	791988	7.2	1953179489
59	114709	Toy Story	1995	['Animation', 'Adventure', 'Comedy']	81	785358	8.3	1952014381
60	2488496	Star Wars: Episode VII - The Force Awakens	2015	['Action', 'Adventure', 'Fantasy']	136	779763	8.0	1955143905
61	107290	Jurassic Park	1993	['Adventure', 'Sci-Fi', 'Thriller']	127	777550	8.1	1951876110
62	81505	The Shining	1980	['Drama', 'Horror']	146	774206	8.4	1951896570
63	1392190	Mad Max: Fury Road	2015	['Action', 'Adventure', 'Sci-Fi']	120	773417	8.1	1954772656
64	268978	A Beautiful Mind	2001	['Biography', 'Drama']	135	765639	8.2	1951882634
65	477348	No Country for Old Men	2007	['Crime', 'Drama', 'Thriller']	122	761758	8.1	1951729120
66	119217	Good Will Hunting	1997	['Drama', 'Romance']	126	760307	8.3	1951891767
67	2267998	Gone Girl	2014	['Drama', 'Mystery', 'Thriller']	149	755379	8.1	1954550976
68	1010048	Slumdog Millionaire	2008	['Drama', 'Romance']	120	743656	8.0	1952018481
69	198781	Monsters, Inc.	2001	['Animation', 'Adventure', 'Comedy']	92	733615	8.1	249096
70	88247	The Terminator	1984	['Action', 'Sci-Fi']	107	724561	8.0	1951826479
71	903624	The Hobbit: An Unexpected Journey	2012	['Adventure', 'Family', 'Fantasy']	169	717006	7.9	1953311058
72	95016	Die Hard	1988	['Action', 'Thriller']	132	715741	8.2	1953396909
73	208092	Snatch	2000	['Comedy', 'Crime']	102	713808	8.3	1952719710
74	401792	Sin City	2005	['Crime', 'Thriller']	124	713563	8.0	1952124432
75	264464	Catch Me If You Can	2002	['Biography', 'Crime', 'Drama']	141	712144	8.1	1951722870
76	78748	Alien	1979	['Horror', 'Sci-Fi']	117	708036	8.5	1952527797
77	1454468	Gravity	2013	['Drama', 'Sci-Fi', 'Thriller']	91	705132	7.7	1954073334
78	180093	Requiem for a Dream	2000	['Drama']	102	695312	8.3	319083
79	246578	Donnie Darko	2001	['Drama', 'Sci-Fi', 'Thriller']	113	694261	8.1	1951993759
80	416449	300	2006	['Action', 'Fantasy', 'War']	117	688582	7.7	1952018491
81	1201607	Harry Potter and the Deathly Hallows: Part 2	2011	['Adventure', 'Drama', 'Fantasy']	130	686499	8.1	1953171672
82	66921	A Clockwork Orange	1971	['Crime', 'Drama', 'Sci-Fi']	136	683832	8.3	1951970911
83	1300854	Iron Man Three	2013	['Action', 'Adventure', 'Sci-Fi']	130	682790	7.2	1953598142
84	435761	Toy Story 3	2010	['Animation', 'Adventure', 'Comedy']	103	675568	8.3	1952554887
85	3659388	The Martian	2015	['Adventure', 'Drama', 'Sci-Fi']	144	673263	8.0	1955024019
86	800369	Thor	2011	['Action', 'Adventure', 'Fantasy']	115	672963	7.0	1952916360
87	1675434	The Intouchables	2011	['Biography', 'Comedy', 'Drama']	112	669309	8.5	1953030028
88	1205489	Gran Torino	2008	['Drama']	116	666342	8.1	1952025204
89	1119646	The Hangover	2009	['Comedy']	100	666210	7.7	1952162425
90	86250	Scarface	1983	['Crime', 'Drama']	170	659376	8.3	319687
91	118715	The Big Lebowski	1998	['Comedy', 'Crime']	117	658945	8.1	1952084656
92	458339	Captain America: The First Avenger	2011	['Action', 'Adventure', 'Sci-Fi']	124	655771	6.9	1952946099
93	1843866	Captain America: The Winter Soldier	2014	['Action', 'Adventure', 'Sci-Fi']	136	654830	7.8	1954351800
94	2395427	Avengers: Age of Ultron	2015	['Action', 'Adventure', 'Sci-Fi']	141	650346	7.3	1954743794
95	120915	Star Wars: Episode I - The Phantom Menace	1999	['Action', 'Adventure', 'Fantasy']	136	649985	6.5	1952091920
96	1228705	Iron Man 2	2010	['Action', 'Adventure', 'Sci-Fi']	124	647992	7.0	1952471551
97	211915	Amélie	2001	['Comedy', 'Romance']	122	647658	8.3	1951841070
98	947798	Black Swan	2010	['Drama', 'Thriller']	108	645251	8.0	1952692619
99	770828	Man of Steel	2013	['Action', 'Adventure', 'Sci-Fi']	143	643406	7.1	1953766280
100	317248	City of God	2002	['Crime', 'Drama']	130	639728	8.6	1951802539
101	4154756	Avengers: Infinity War	2018	['Action', 'Adventure', 'Sci-Fi']	149	637586	8.5	1955922357
102	253474	The Pianist	2002	['Biography', 'Drama', 'Music']	150	636351	8.5	318347
103	121766	Star Wars: Episode III - Revenge of the Sith	2005	['Action', 'Adventure', 'Fantasy']	140	636100	7.6	1951825206
104	145487	Spider-Man	2002	['Action', 'Adventure', 'Sci-Fi']	121	635133	7.3	1951976409
105	75314	Taxi Driver	1976	['Crime', 'Drama']	114	631502	8.3	1951724779
106	480249	I Am Legend	2007	['Drama', 'Horror', 'Sci-Fi']	101	630568	7.2	1951837732
107	97576	Indiana Jones and the Last Crusade	1989	['Action', 'Adventure']	127	629074	8.2	1953208046
108	2278388	The Grand Budapest Hotel	2014	['Adventure', 'Comedy', 'Crime']	99	629027	8.1	1954290744
109	83658	Blade Runner	1982	['Sci-Fi', 'Thriller']	117	623499	8.2	1951624588
110	1045658	Silver Linings Playbook	2012	['Comedy', 'Drama', 'Romance']	122	618596	7.7	1953318676
111	60196	The Good, the Bad and the Ugly	1966	['Western']	178	617663	8.9	1951740390
112	2084970	The Imitation Game	2014	['Biography', 'Drama', 'Thriller']	114	615329	8.0	1954572772
113	1877832	X-Men: Days of Future Past	2014	['Action', 'Adventure', 'Sci-Fi']	132	614669	8.0	1954393476
114	1663202	The Revenant	2015	['Action', 'Adventure', 'Biography']	156	614372	8.0	1955020334
115	378194	Kill Bill: Vol. 2	2004	['Action', 'Crime', 'Thriller']	137	610693	8.0	1951863729
116	383574	Pirates of the Caribbean: Dead Man's Chest	2006	['Action', 'Adventure', 'Fantasy']	151	609929	7.3	1951614516
117	2582802	Whiplash	2014	['Drama', 'Music']	106	608457	8.5	1954631371
118	892769	How to Train Your Dragon	2010	['Animation', 'Action', 'Adventure']	98	606156	8.1	1952527033
119	93058	Full Metal Jacket	1987	['Drama', 'War']	116	604537	8.3	1952092730
120	1270798	X: First Class	2011	['Action', 'Adventure', 'Sci-Fi']	131	604324	7.7	1952915213
121	1136608	District 9	2009	['Action', 'Sci-Fi', 'Thriller']	112	601662	7.9	1952183429
122	317705	The Incredibles	2004	['Animation', 'Action', 'Adventure']	115	597359	8.0	1952831982
123	90605	Aliens	1986	['Action', 'Adventure', 'Sci-Fi']	137	596307	8.4	1951895953
124	1504320	The King's Speech	2010	['Biography', 'Drama', 'History']	118	590464	8.0	1952733924
125	1074638	Skyfall	2012	['Action', 'Adventure', 'Thriller']	143	589861	7.8	1953336365
126	50083	12 Angry Men	1957	['Drama']	96	588586	8.9	318109
127	117951	Trainspotting	1996	['Drama']	93	586553	8.2	1951692056
128	405159	Million Dollar Baby	2004	['Drama', 'Sport']	132	583178	8.1	1952061459
129	440963	The Bourne Ultimatum	2007	['Action', 'Mystery', 'Thriller']	115	577969	8.0	1951707760
130	382932	Ratatouille	2007	['Animation', 'Adventure', 'Comedy']	111	574673	8.0	1951703373
131	2024544	12 Years a Slave	2013	['Biography', 'Drama', 'History']	134	573184	8.1	1954065428
132	1951264	The Hunger Games: Catching Fire	2013	['Action', 'Adventure', 'Sci-Fi']	146	572628	7.5	1954091810
133	2975590	Batman v Superman: Dawn of Justice	2016	['Action', 'Adventure', 'Fantasy']	151	572268	6.5	1955221049
134	121765	Star Wars: Episode II - Attack of the Clones	2002	['Action', 'Adventure', 'Fantasy']	142	570998	6.6	1951824255
135	3498820	Captain America: Civil War	2016	['Action', 'Adventure', 'Sci-Fi']	147	569198	7.8	1955200115
136	457430	Pan's Labyrinth	2006	['Drama', 'Fantasy', 'War']	118	568944	8.2	1951691373
137	418279	Transformers	2007	['Action', 'Adventure', 'Sci-Fi']	144	567489	7.1	1951696106
138	241527	Harry Potter and the Sorcerer's Stone	2001	['Adventure', 'Family', 'Fantasy']	152	566498	7.6	1951983219
139	1285016	The Social Network	2010	['Biography', 'Drama']	120	565811	7.7	1952693313
140	1170358	The Hobbit: The Desolation of Smaug	2013	['Adventure', 'Fantasy']	161	562762	7.8	1954063336
141	126029	Shrek	2001	['Animation', 'Adventure', 'Comedy']	90	558543	7.9	1951648333
142	116282	Fargo	1996	['Crime', 'Drama', 'Thriller']	98	558230	8.1	1951723304
143	796366	Star Trek	2009	['Action', 'Adventure', 'Sci-Fi']	127	555082	8.0	1952198107
144	449088	Pirates of the Caribbean: At World's End	2007	['Action', 'Adventure', 'Fantasy']	169	553716	7.1	1951703371
145	245429	Spirited Away	2001	['Animation', 'Adventure', 'Family']	125	551805	8.6	1952113835
146	816711	World War Z	2013	['Action', 'Adventure', 'Horror']	116	550118	7.0	1953756677
147	1670345	Now You See Me	2013	['Crime', 'Mystery', 'Thriller']	115	549960	7.3	1953687310
148	3315342	Logan	2017	['Action', 'Drama', 'Sci-Fi']	137	549900	8.1	1955495791
149	118799	Life Is Beautiful	1997	['Comedy', 'Drama', 'Romance']	116	547593	8.6	1952617228
150	988045	Sherlock Holmes	2009	['Action', 'Adventure', 'Crime']	128	546179	7.6	1952837552
151	78788	Apocalypse Now	1979	['Drama', 'War']	147	544124	8.5	1951644454
152	1631867	Edge of Tomorrow	2014	['Action', 'Sci-Fi']	113	542449	7.9	1954404412
153	2802144	Kingsman: The Secret Service	2014	['Action', 'Adventure', 'Comedy']	129	539815	7.7	1954761289
154	107048	Groundhog Day	1993	['Comedy', 'Fantasy', 'Romance']	101	538273	8.0	141009
155	62622	2001: A Space Odyssey	1968	['Adventure', 'Sci-Fi']	149	537908	8.3	1956100233
156	114746	Twelve Monkeys	1995	['Mystery', 'Sci-Fi', 'Thriller']	129	537297	8.0	1951890332
157	381061	Casino Royale	2006	['Action', 'Adventure', 'Thriller']	144	537091	8.0	1951636400
158	936501	Taken	2008	['Action', 'Thriller']	94	536616	7.8	1951993002
159	1446714	Prometheus	2012	['Adventure', 'Mystery', 'Sci-Fi']	124	536583	7.0	1953208913
160	421715	The Curious Case of Benjamin Button	2008	['Drama', 'Fantasy', 'Romance']	166	536238	7.8	1952112960
161	1637725	Ted	2012	['Comedy', 'Fantasy']	106	535916	6.9	1953171545
162	369610	Jurassic World	2015	['Action', 'Adventure', 'Sci-Fi']	124	535496	7.0	1954786259
163	54215	Psycho	1960	['Horror', 'Mystery', 'Thriller']	109	532918	8.5	157802
164	1981115	Thor: The Dark World	2013	['Action', 'Adventure', 'Fantasy']	112	532893	6.9	1954107917
165	1024648	Argo	2012	['Biography', 'Drama', 'Thriller']	120	532193	7.7	1953319109
166	120903	X-Men	2000	['Action', 'Adventure', 'Sci-Fi']	104	532062	7.4	1953146954
167	454876	Life of Pi	2012	['Adventure', 'Drama', 'Fantasy']	127	531998	7.9	1953308372
168	2096673	Inside Out	2015	['Animation', 'Adventure', 'Comedy']	95	530317	8.2	1954801951
169	1386697	Suicide Squad	2016	['Action', 'Adventure', 'Fantasy']	123	527713	6.1	1955337249
170	948470	The Amazing Spider-Man	2012	['Action', 'Adventure', 'Sci-Fi']	136	522006	7.0	1953239231
171	1392214	Prisoners	2013	['Crime', 'Drama', 'Mystery']	153	521835	8.1	1953951810
172	758758	Into the Wild	2007	['Adventure', 'Biography', 'Drama']	148	521713	8.1	1952184161
173	113277	Heat	1995	['Crime', 'Drama', 'Thriller']	170	520916	8.2	1951863400
174	780504	Drive	2011	['Crime', 'Drama']	100	518642	7.8	1952986398
175	2562232	Birdman or (The Unexpected Virtue of Ignorance)	2014	['Comedy', 'Drama']	119	515152	7.7	1954608854
176	2294629	Frozen	2013	['Animation', 'Adventure', 'Comedy']	102	513441	7.5	1954146742
177	2543164	Arrival	2016	['Drama', 'Mystery', 'Sci-Fi']	116	508468	7.9	1955405619
178	73195	Jaws	1975	['Adventure', 'Drama', 'Thriller']	124	507063	8.0	1951736780
179	1211837	Doctor Strange	2016	['Action', 'Adventure', 'Fantasy']	115	501610	7.5	1955372910
180	1825683	Black Panther	2018	['Action', 'Adventure', 'Sci-Fi']	134	499819	7.3	1955925593
181	1276104	Looper	2012	['Action', 'Crime', 'Drama']	113	498121	7.4	1953251364
182	316654	Spider-Man 2	2004	['Action', 'Adventure', 'Sci-Fi']	127	496101	7.3	1951975326
183	1250777	Kick-Ass	2010	['Action', 'Comedy']	117	494930	7.6	1952324533
184	116629	Independence Day	1996	['Action', 'Adventure', 'Sci-Fi']	145	492953	7.0	1951724139
185	120735	Lock, Stock and Two Smoking Barrels	1998	['Comedy', 'Crime']	107	490739	8.2	1952173478
186	478970	Ant-Man	2015	['Action', 'Adventure', 'Comedy']	117	490558	7.3	1954821987
187	119488	L.A. Confidential	1997	['Crime', 'Drama', 'Mystery']	138	490468	8.3	1951976734
188	295297	Harry Potter and the Chamber of Secrets	2002	['Adventure', 'Family', 'Fantasy']	161	489688	7.4	1951706857
189	1219289	Limitless	2011	['Mystery', 'Sci-Fi', 'Thriller']	105	489674	7.4	1952886354
190	304141	Harry Potter and the Prisoner of Azkaban	2004	['Adventure', 'Family', 'Fantasy']	142	486184	7.9	1951876626
191	330373	Harry Potter and the Goblet of Fire	2005	['Adventure', 'Family', 'Fantasy']	157	485454	7.7	1951983203
192	829482	Superbad	2007	['Comedy']	113	480668	7.6	1951734237
193	451279	Wonder Woman	2017	['Action', 'Adventure', 'Fantasy']	141	479920	7.5	1955608648
194	290334	X2: X-Men United	2003	['Action', 'Adventure', 'Sci-Fi']	134	477425	7.5	1952313220
195	234215	The Matrix Reloaded	2003	['Action', 'Sci-Fi']	138	475488	7.2	1951678260
196	1232829	21 Jump Street	2012	['Action', 'Comedy', 'Crime']	109	475263	7.2	1953137525
197	258463	The Bourne Identity	2002	['Action', 'Mystery', 'Thriller']	119	473172	7.9	1951715682
198	119654	Men in Black	1997	['Adventure', 'Comedy', 'Mystery']	98	473080	7.3	1951895312
199	3748528	Rogue One	2016	['Action', 'Adventure', 'Sci-Fi']	133	472855	7.8	1955500534
200	34583	Casablanca	1942	['Drama', 'Romance', 'War']	102	472809	8.5	320117
201	332280	The Notebook	2004	['Drama', 'Romance']	123	471786	7.9	1952294398
202	240772	Ocean's Eleven	2001	['Crime', 'Thriller']	116	471634	7.8	1951690747
203	1318514	Rise of the Planet of the Apes	2011	['Action', 'Drama', 'Sci-Fi']	105	470756	7.6	1952907443
204	162222	Cast Away	2000	['Adventure', 'Drama', 'Romance']	143	470110	7.8	1251
205	75148	Rocky	1976	['Drama', 'Sport']	120	469360	8.1	1951892683
206	3896198	Guardians of the Galaxy Vol. 2	2017	['Action', 'Adventure', 'Comedy']	136	468877	7.7	1955549195
207	181689	Minority Report	2002	['Action', 'Crime', 'Mystery']	145	467306	7.6	1953182304
208	365748	Shaun of the Dead	2004	['Comedy', 'Horror']	99	466989	7.9	1951680050
209	120363	Toy Story 2	1999	['Animation', 'Adventure', 'Comedy']	92	465771	7.9	1951708472
210	467406	Juno	2007	['Comedy', 'Drama']	96	464303	7.5	1951852531
211	1798709	Her	2013	['Drama', 'Romance', 'Sci-Fi']	126	462959	8.0	1954117122
212	3501632	Thor: Ragnarok	2017	['Action', 'Adventure', 'Comedy']	130	462880	7.9	1955758242
213	1323594	Despicable Me	2010	['Animation', 'Comedy', 'Family']	95	461745	7.7	1952661962
214	343818	I, Robot	2004	['Action', 'Crime', 'Drama']	115	461404	7.1	1951832990
215	450259	Blood Diamond	2006	['Adventure', 'Drama', 'Thriller']	143	460641	8.0	1951695956
216	469494	There Will Be Blood	2007	['Drama']	158	460517	8.2	1951843608
217	5013056	Dunkirk	2017	['Action', 'Drama', 'History']	106	459867	7.9	1955647144
218	71853	Monty Python and the Holy Grail	1975	['Adventure', 'Comedy', 'Fantasy']	91	458181	8.3	1951617219
219	413300	Spider-Man 3	2007	['Action', 'Adventure', 'Sci-Fi']	139	457228	6.2	1954331010
220	2527336	Star Wars: Episode VIII - The Last Jedi	2017	['Action', 'Adventure', 'Fantasy']	152	456595	7.2	1955781752
221	1156398	Zombieland	2009	['Adventure', 'Comedy', 'Horror']	88	454976	7.6	1952223175
222	364569	Oldeuboi	2003	['Action', 'Drama', 'Mystery']	120	454716	8.4	317789
223	409459	Watchmen	2009	['Action', 'Drama', 'Mystery']	162	452175	7.6	1952153820
224	1483013	Oblivion	2013	['Action', 'Adventure', 'Sci-Fi']	124	451224	7.0	1953643299
225	373889	Harry Potter and the Order of the Phoenix	2007	['Adventure', 'Family', 'Fantasy']	138	450442	7.5	1951705830
226	945513	Source Code	2011	['Action', 'Drama', 'Sci-Fi']	93	449901	7.5	1952892000
227	332452	Troy	2004	['Drama', 'History']	163	449400	7.2	1951609188
228	376994	X-Men: The Last Stand	2006	['Action', 'Adventure', 'Sci-Fi']	104	449285	6.7	1951890222
229	1298650	Pirates of the Caribbean: On Stranger Tides	2011	['Action', 'Adventure', 'Fantasy']	136	444898	6.6	1952911709
230	1408101	Star Trek Into Darkness	2013	['Action', 'Adventure', 'Sci-Fi']	132	444185	7.7	1953693037
231	1663662	Pacific Rim	2013	['Action', 'Adventure', 'Sci-Fi']	131	441512	6.9	1953744200
232	95953	Rain Man	1988	['Drama']	133	439299	8.0	1951840543
233	1022603	(500) Days of Summer	2009	['Comedy', 'Drama', 'Romance']	95	438796	7.7	1952216052
234	2310332	The Hobbit: The Battle of the Five Armies	2014	['Adventure', 'Fantasy']	144	435787	7.4	1954576012
235	1570728	Crazy, Stupid, Love.	2011	['Comedy', 'Drama', 'Romance']	118	435073	7.4	1952953318
236	458525	X-Men Origins: Wolverine	2009	['Action', 'Adventure', 'Sci-Fi']	107	433359	6.6	1952165504
237	1411697	The Hangover Part II	2011	['Comedy', 'Mystery']	102	430627	6.5	1952870208
238	3783958	La La Land	2016	['Comedy', 'Drama', 'Music']	128	430552	8.0	1955439327
239	1343092	The Great Gatsby	2013	['Drama', 'Romance']	143	429607	7.3	1953670523
240	3460252	The Hateful Eight	2015	['Crime', 'Drama', 'Mystery']	168	429124	7.8	1955016629
241	144084	American Psycho	2000	['Crime', 'Drama']	101	428149	7.6	1951717441
242	206634	Children of Men	2006	['Drama', 'Sci-Fi', 'Thriller']	109	428037	7.9	1951629060
243	2911666	John Wick	2014	['Action', 'Crime', 'Thriller']	101	427651	7.3	1954580419
244	1229238	Mission: Impossible - Ghost Protocol	2011	['Action', 'Adventure', 'Thriller']	132	425915	7.4	1953067787
245	96874	Back to the Future Part II	1989	['Adventure', 'Comedy', 'Sci-Fi']	108	423058	7.8	1951896553
246	425112	Hot Fuzz	2007	['Action', 'Comedy', 'Mystery']	121	422827	7.9	1951670926
247	926084	Harry Potter and the Deathly Hallows: Part 1	2010	['Adventure', 'Fantasy', 'Mystery']	146	421689	7.7	1952840542
248	1659337	The Perks of Being a Wallflower	2012	['Drama']	103	420692	8.0	1953288752
249	470752	Ex Machina	2014	['Drama', 'Mystery', 'Sci-Fi']	108	420527	7.7	1954753354
250	289879	The Butterfly Effect	2004	['Drama', 'Sci-Fi', 'Thriller']	113	419372	7.7	1952037481
251	1800241	American Hustle	2013	['Crime', 'Drama']	138	416418	7.2	1954148293
252	417741	Harry Potter and the Half-Blood Prince	2009	['Adventure', 'Family', 'Fantasy']	153	415243	7.6	1952213326
253	356910	Mr. & Mrs. Smith	2005	['Action', 'Comedy', 'Crime']	120	414285	6.5	1953191844
254	99487	Edward Scissorhands	1990	['Drama', 'Fantasy', 'Romance']	105	413028	7.9	1951884211
255	242653	The Matrix Revolutions	2003	['Action', 'Sci-Fi']	129	412816	6.7	1951976245
256	57012	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	['Comedy']	95	411996	8.4	1952309371
257	2250912	Spider-Man: Homecoming	2017	['Action', 'Adventure', 'Sci-Fi']	133	411972	7.5	1955629575
258	112641	Casino	1995	['Crime', 'Drama']	178	411404	8.2	1951961527
259	448157	Hancock	2008	['Action', 'Drama', 'Fantasy']	92	409375	6.4	1951902355
260	449059	Little Miss Sunshine	2006	['Comedy', 'Drama']	101	407911	7.8	1951621169
261	372183	The Bourne Supremacy	2004	['Action', 'Mystery', 'Thriller']	108	405644	7.8	1951824095
262	99785	Home Alone	1990	['Comedy', 'Family']	103	404189	7.5	1952253562
263	454921	The Pursuit of Happyness	2006	['Biography', 'Drama']	117	403192	8.0	1952285648
264	87469	Indiana Jones and the Temple of Doom	1984	['Action', 'Adventure']	118	402729	7.6	1951861075
265	1291584	Warrior	2011	['Drama', 'Sport']	140	401544	8.2	1952973656
266	119116	The Fifth Element	1997	['Action', 'Adventure', 'Sci-Fi']	126	401051	7.7	257
267	2872718	Nightcrawler	2014	['Crime', 'Drama', 'Thriller']	117	401050	7.9	1954602044
268	2872732	Lucy	2014	['Action', 'Sci-Fi', 'Thriller']	89	400595	6.4	1954481118
269	790636	Dallas Buyers Club	2013	['Biography', 'Drama']	117	400206	8.0	1954070320
270	375679	Crash	2004	['Crime', 'Drama', 'Thriller']	112	399533	7.8	1951676358
271	2179136	American Sniper	2014	['Action', 'Biography', 'Drama']	133	399525	7.3	1954739058
272	268380	Ice Age	2002	['Animation', 'Adventure', 'Comedy']	81	399056	7.5	1952646573
273	1430132	The Wolverine	2013	['Action', 'Adventure', 'Sci-Fi']	126	397908	6.7	1953800651
274	1840309	Divergent	2014	['Action', 'Adventure', 'Mystery']	139	397822	6.7	1954341695
275	1499658	Horrible Bosses	2011	['Comedy', 'Crime']	98	397167	6.9	1952931284
276	800080	The Incredible Hulk	2008	['Action', 'Adventure', 'Sci-Fi']	112	395955	6.7	1951928340
277	47396	Rear Window	1954	['Mystery', 'Thriller']	112	395554	8.5	1952093180
278	1535108	Elysium	2013	['Action', 'Drama', 'Sci-Fi']	109	393639	6.6	1953888201
279	1457767	The Conjuring	2013	['Horror', 'Mystery', 'Thriller']	112	393414	7.5	1953754682
280	1099212	Twilight	2008	['Drama', 'Fantasy', 'Romance']	122	392345	5.2	1952076395
281	1515091	Sherlock Holmes: A Game of Shadows	2011	['Action', 'Adventure', 'Crime']	129	391980	7.5	1953081183
282	5052448	Get Out	2017	['Horror', 'Mystery', 'Thriller']	104	390715	7.7	1955543694
